,Comment,Date,Insult,Usage
711,"""Well, I\\'m glad that some tickets have been handed out but I have to say I see the same number of idiots on their phones, or texting below the steering wheel, or eating a bowl of cereal or any number of other stupid things on my daily drive.\\xc2\\xa0 It\\'s just a sad statement that so many people just don\\'t give a rats ass about anyone but themselves.\\xc2\\xa0 It\\'s simple arrognat ignorance to drive distracted.\\xc2\\xa0 It\\'s always ""Oh I\\'m a good driver I can handle talking on my cell phone and driving, its easy.""\\xc2\\xa0 Yeah right up until you go to answer your phone, look up and see that kid you plow through as you run a red light.\\xc2\\xa0 Then it\\'s all ""OMG I didn\\'t see him, I only glanced away for a second to answer my phone.!""\\xc2\\xa0 The penalty should have included demerits and a heftier fine for it to be taken seriously.""",,0,PublicTest
712,"""@christopher_m hooray for Chris and his DE making powers.""",,0,PrivateTest
713,"""And you are meet example.""",20120620083742Z,0,PrivateTest
714,"""Boy, you are puerile, aren't you?""",20120619225707Z,1,PrivateTest
715,"""Just because Arshavin is the captain of his country doesn't mean he's not prone to dips in form...and frankly his form has been pretty poor for a while now.\\n\\nChamberlain was offering Arsenal creativity and a real attacking threat, Arshavin offered them nothing as he was an almost immediate passenger.  I could see little signs of fatigue or injury in the lad, and neither did Van Persie judging by his reaction to the substitution...and you'd think he'd know being the on field captain and all.  This was an important game, and not the time to save him for the next fixture.""",,0,PublicTest
716,"""your all talk; if you saw a black man in the street your pale ass would run the other way. you stupid racist bastard.""",,1,PrivateTest
717,"""Gee Mitch. \xa0 As I recall, you and Boner would not bargain with the president when he offered a $4 billion deal that would have had a tiny tax increase on the 1%.\xa0 You blew it.\xa0 I hope you and Boner get driven from office.\xa0 You have fucked up the economy for your own greedy political gains.""",20120619212351Z,0,PrivateTest
718,"""The shrub was desperately stupid and he had greatness thrust upon him, well, great power at least.""",20120620180145Z,0,PrivateTest
719,"""Admiration for a Ghetto tramp? \xa0I know that you are putting me on. \xa0You really are not serious. \xa0No way that you can be. \xa0I ain't falling for it Suki. \xa0 You were raised better then that.""",20120610075605Z,0,PrivateTest
720,"""O ano ngayon, NoyNoy?\n\nTuwang tuwa ka ano at talo si Pacquiao?\n\nDi ba, training pa lang niya, kinukulit mo na ng tax evasion cases, na pwede namang gawin pagkatapos ng laban?\n\nSira ulo ka talagang tao.""",20120610051012Z,0,PrivateTest
721,"""dan_amd\n\nYou have realy no clue on every single idiotic comment of all your posts.WE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance.Please crawl back then in the fat ass of your gay loving buddy charliedemerjian semiinaccurate and try to find the light inside - U stupid FAG!\n\nWE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!""",20120612020809Z,1,PublicTest
722,"""Shut up you stupid ho.\xa0 LOL""",20120320195124Z,1,PrivateTest
723,"""Who the fuck is this regular joe?\n\nSeriously that's all they got CNN, Wallstreet journal... did they miss all the other stuff that happened\n\nSo the game was to fake a funk and hope no one notices.\n\nAnyways-- its all about the white voters.""",20120620164027Z,0,PrivateTest
724,""""" Oh shit there's more ! "" Fucking perfection lmao !""",20120610162824Z,0,PrivateTest
725,"""So much win in your comment""",20120529051811Z,0,PublicTest
726,"""@Vanity you just proved your ignorance.""",20120619193933Z,1,PrivateTest
727,"""YES, rigoman33, I am.  Why on earth would I be for someone who has an economic plan that is basically the same one GW Bush used in 2000, when we had a surplus.""",20120620095528Z,0,PrivateTest
728,"""Your comments are always spot on!!.. The voice of common sense and telling it like it is, never goes out of style..Well said, Ira7.""",20120619235746Z,0,PublicTest
729,"""Get your facts straight idiot, 70% of crim is NOT committed by black people, what a buffoon!""",20120320180505Z,1,PublicTest
730,"""why you gotta trash Cali?""",20120620015953Z,0,PrivateTest
731,"""Hamilton is a risk because of his past though. Rangers have the money to overpay him..""",20120528233748Z,0,PrivateTest
732,"""If you pay for those services and you don't have another way to easily get them on your television, XBL gold is not a bad method especially if you already own XBoxes.\n\nI mean.. realistically at most it will cost you $5 a month if you sign up for a whole year. Chances are if you are buying multiple Xboxes simply to use them as media extenders, you aren't going to miss $5 a month.\n\nAlso, if you hunt around a little bit you can save money on your Sub. Amazon, Walmart, Newegg and even Microsoft occasionally have sales on XBL Gold subscriptions. I have my price set @ $40 for the next 3 years. That works out to just over $3 a month. I spend more than that on coffee every day.""",20120529182554Z,0,PublicTest
733,"""Because the more you shine.. the more d shadows""",20120502084310Z,0,PrivateTest
734,"""There is one Judge and He is over all, He is the one who calls sin what it is and tells us to repent of it. Homosexuality G_d calls it an abomination, it is detestable to Him and it should be to us.\xa0G_d did not create killers, muders, rapists, pedophiles, lesbians, gays, transgender, adulterers, thieves, fornicators, etc. Your logic fails when you say that the Creator made them this way for a reason, that is an evil position to hold. We make choices in this life and what we become is all based upon our own individual freewill, no one forces them to become rebellious against G_d, they have done it to themselves. In your trying to have others accept evil to create peace what you are actually doing instead is creating chaos, because righteousness and evil rebelliousness cannot co-exist.""",20120609201143Z,0,PrivateTest
735,"""@Blue Grit Oh, they have already started that campaign.  Didn\\\\\\'t you see Juan Williams get ""put in his place"" at one of the debates?  The base ate it up and Newt shot to the top of the polls.  Unfortunately, David Axelrod was right:  The higher the monkey climbs, the more you see of his ass.""",,0,PrivateTest
736,"""OH SHUT THE FUCK UP YOU CRY BABY BITCH! GO CRY A FUCKING RIVER AND TELL ON ME SOME MORE TO THE ADMIN! REAL MATURE WAY OF HANDLING THINGS CRY BABY!""",20120610150605Z,1,PrivateTest
737,"""I thought a peep was those marshmellow things we eat around easter time?\\xc2\\xa0 lol\\xc2\\xa0 But on a serious note, this millionaire is an idiot.\\xc2\\xa0 Research the area where you're going to build a mansion first and second, if you get robbed there are local people 700 yards to protect your rich ass.""",,0,PublicTest
738,"""I pity the trolls that troll trolls.""",20120527213751Z,0,PrivateTest
739,"""Too bad Tim Duncan didn't retire in 1997.""",20120529131704Z,0,PrivateTest
740,"""YOU ARE ALL A BUNCH OF DUMB FAGOT TINFOIL HAT WEARING ASS LICKING COCK SUCKING MAN TITS\xa0FONDLING\xa0PUBLORDS""",20120320145626Z,1,PublicTest
741,"""Razor2myWrist... when will you take that razor there?\xa0 Hopefully soon.\xa0 You are a major moron.\xa0 When HE calls you home HE will call you home.\xa0 I'm sure that HE did not let\xa0Patrick\xa0suffer.\xa0 Prayers and condolences for those he left behind.""",20120611141058Z,0,PrivateTest
742,"""Between Craig Custance, LeBrun and Burnside and Katie Baker at Grantland, ESPN's web coverage of the NHL is outstanding. Corey Pronman, who writes for ESPN Insider is awesome also. Say what you will about their damn-near refusal to show highlights on a nightly basis, but don't let it spill over into your opinion of ESPN's written content.""",,0,PrivateTest
743,"""There's ""team SEC"" again.  You're a Kentucky fan.  Go away.""",20120530052236Z,1,PrivateTest
744,"""@Kaneblues And an audience that believes what it sees on TV.""",,0,PrivateTest
745,"""@MikeLeeds @TSS absolutely right\\n\\n \\n\\n """,,0,PrivateTest
746,"""\u201cF**k you man. Who do you think you are you poor c**t. F**k you, f**k your mother, f**k your father, f**k your wife, your children and your life. You are f**kall P***face.... Go f**k your hand.\u201d F""""k your dogs""",20120320204233Z,1,PrivateTest
747,"""Vacman, Foxtitues is lame, corny.\xa0 I know you are proud of yourself for thinking you invented the term but I have seen it in other folk's posts.\xa0 It just makes me groan.\xa0 I also don't like libtard, Rachel Madcow, etc.\xa0 These terms are tiresome.\xa0 And you need to\xa0quit watching CNN, MSNBC, Anderson Cooper, Ed Schultz, etc.\xa0 You really need to develop some views of your own.""",20120619131251Z,1,PublicTest
748,"""She isn't THAT annoying....give her a break, that's a low blow.\\xc2\\xa0""",,0,PublicTest
749,"""The entire gay community will mourne the loss of an epic diva performer.  She like Michael Jackson, Farrah Faucet-Majors, & Patrick Swayze were all icons of the 80's & 90's and will forever reside in my most pleasant memories of joy and love.\\n\\nGod Bless Whitney as she enters the Kingdom of our loving father in heaven.\\n\\nWe love you Whitney\\nTom Duffy, Alexandria VA""",,0,PublicTest
750,"""OK, now TWO great things come outta Shiner, Texas. Shiner Bock Beer and one hell of a Dad. This guy is only guilty of not having a gun on him.""",20120611203847Z,0,PrivateTest
751,"""What ever happened to the notion that local decisions be made at the local level and paid for with local resources.  I guess the 10th Amendment really doesn't mean anything anymore?  It will probably be the first to go of the first ten which limit big brother's power over the individual.""",20120610161152Z,0,PublicTest
752,"""This kinda fucked up thinking is why you need a civics lesson... you have no understanding of simplest concepts of democracy.""",20120618231843Z,1,PrivateTest
753,"""A sad fact indeed but the crime data does not lie..Let""s take the great state of virginia for example with a population of around 24% of black citizens between the age of 16 to 35 yet\\xc2\\xa0of in this particular\\xc2\\xa0age bracket they still manage to commit\\xc2\\xa039%\\xc2\\xa0of all the crimes in this state be it robberies car jackings rape \\xc2\\xa0or murders.Sadly most other states have the same or worse data..ie. 2008 crime stats for the state of virginia.""",,0,PrivateTest
